sentimen,Tweet,sentimen-text,Target
 1,ga apa2 koq om bos aku malah makasih banget masih smpa ,Positive,Negative
 2,dulu kita rapat sangat terlampau rapat tapi sekarang dah macam tak kenal antara satu sama lain aku dah agak benda ni ak ,Negative,Negative
 2,semakin kamu menolak kenyataan semakin datang dia tanpa perasaan ,Negative,Negative
 2,hari ke 4 terjadinya gempa dan tsunami di palu kenapa semakinemrawut begini kasihan saudara2 kita dipalu dan d ,Negative,Negative
 1,kawan kau yg ketawa sesame dgn kau yg ade untuk kau when you at your lowest tak menjamin dia tu kwn yg baik jugak belak ,Positive,Negative
 1,terima kasih para nasabah untuk 20 tahun kebersamaan kita 20 tahun bank mandiri terus berkarya membangun negeriaatnya ,Positive,Positive
 2,bilangin kamu nakal ,Negative,Negative
 1,bantuan kita mungkin tak bisa memulihkannya seperti sedia kala tapi setidaknya meringankan bebannya dan membuat k ,Positive,Positive
 2,gimana rasanya belum mulai udah dikatain masih belajar udh mau dipatahin kakinya army mah masih baik kita gamau kasi ,Negative,Negative
 2,itula sbb kita terlalu mengikut aliran stereotype yg menjadikan kita kolot dok menunding jari ,Negative,Negative
 1,mashaa allahemoga jabatan yang bapak emban kelak menjadiaksi yang mulia dipersidangan maha dahsyat ,Positive,Positive
 1,yg penting kita tahu pencapaian diri kita kita tahu kita mampu bahagiakan parents kita dan kita allah penentu segala h ,Positive,Positive
 2,banyak alasan lah udah tinggalin aja cowok mbak berhak dapet yang lebih baik ,Negative,Negative
 2,pki itu fakta pemberontakannya fakta pembunuhannya fakta pelaku sejarahnya semua bicara fakta terkecuali saksi dari pki ,Negative,Negative
 1,sweet moment itu ketika sicowok meluk ceweknya dari belakang sambil bisikin aku gak mau kehilangan kamu ,Positive,Negative
 1,aku mencintaimu karena tidak ada pilihan lain karena aku tidak bisa mencintai orang lain selain kamuecret garden,Positive,Negative
 1,uhm happy ya aku seneng ada kamu ,Positive,Positive
 2,hmm mungkin karena dari diri mereka sendiri ngga ada kemauan untuk berkembang ,Negative,Negative
 2,yang membuat kita sedih adalah melihat orang yang kita sayangi menyayangi orang lain ,Negative,Negative
 1,saat kamu dikucilkan karena berbuat yang benar ingatlah bahwa selalu ada tuhan yang akan membelamu ,Positive,Positive
 1,dan ingatlah juga tatkala tuhanmu memaklumkanesungguhnya jika kamu bersyukur pasti kami akan menambah nikm ,Positive,Positive
 1,batik harus dilukis agar indah hidup harus kita jalani bersama karena manisnya hidup kita yang lukis haribatiknasional,Positive,Positive
 2,berarti mereka tidak punya malu yo wkwkw atau punya tapi dikalahkan oleh syahwat politik wkwkw,Negative,Negative
 2,mungkin allah nak kita tolong doakan dia sebab itu boleh subur pulak feeling meeling ni salamrindu kuch ,Negative,Negative
 2,siapa tak kesian umur mereka mungkin setaraf abang atau bapa saya mengenangkan mereka tidak kenang budi sebelum ini s ,Negative,Negative
 2,dengan banyaknya syarat kita untuk menikmati hidup dan bersenang senang ya wajar aja tingkat depresi makin tinggi banya ,Negative,Negative
 2,mati kamu sib makanya gausah blagu bilang pucuk dingin,Negative,Negative
 2,sengaja atau tidak akan ada saat dimana kita terjebak oleh kenangan lalu seketika kita merasa kehilang ,Negative,Negative
 2,saya mah kasihan dldgn orang yg gak punya miskin seperti tukang sampah fakir miskin ana ,Negative,Negative
 2,kemana hilangnya kenyamanan kita,Negative,Negative
 2,mangapa kisah kisah penyelamatan yang heroik tidak mendapatkan perhatian dari media ada apa dengan mereka arimacs wilander ,Negative,Negative
 1,perjalanan hidup yang indah adalah ketika kita mampu berbagi bukan menikmatinya sendiri atau bahkan menyombongkan diri lovedino4ever,Positive,Positive
 2,capek juga lihat cara2 mereka seperti begitu ,Negative,Negative
 1,saya bangga melihat goodwill nya presiden kita dlm menangani masalah bencana semoga allah memberikan kesempatan dan merest ,Positive,Positive
 1,setidaknya kamu tahu akan rasaku yg tulus mencintaimu,Positive,Positive
 2,masya allah anak milenial masakini di labrak emak emak milenial karna waktu adzan tiba mereka masih teriak meneruskan ,Negative,Negative
 1,goodlife kamu itu istimewa ,Positive,Positive
 1,jika kamu berdoa jangan meminta kehidupan yang mudah tetapi mintalah kepada tuhan untuk menjadikanmu pribadi yang kuat ,Positive,Positive
 2,duka yang mendalamemoga saudara saudara kita di palu diberikan kekuatan ketabahan dan mari kita membantu dengan da ,Negative,Positive
 2,belajar sampai degree master phd tapi nak hormat mak cik cleaner cuci tandas kolej pun susah bayangkan itu ibu kit ,Negative,Negative
 2,cinta itu aneh dan menyakitkan hari ini ngomong aku sayang kamu besok nya udah ngomong aku mau putus dari kamu ,Negative,Negative
 1,dalam hidup kita tidak bisa menang hanya dengan bertahan untuk menang kita harus berjuang,Positive,Negative
 2,hati modus tipu2an ala jokower kaya gini data jelek mereka spin jadi bagus data yg tidak mencapai target mereka spin jad ,Negative,Negative
 2,wanita menangis bukan sebab mereka lemah namun sebab mereka tak temukan kata untuk ungkapkan perasaan mereka ,Negative,Negative
 1,walaupun ryn ga tau adanya fansbase ini kita tetap support ryn ' rynchibi,Positive,Positive
 2,jaga ya ucapan kamu,Negative,Positive
 2,tidak kamu gimana ,Negative,Negative
 2,hai achanjkt48 kadang aku suka rindu kamu kangen typomu kangen ngingetin sholat gt lt pokok nya semua dehalam kangen dari fantasticof48 39,Negative,Positive
 2,pas kecil sampe kelas 6 gue dibully verbal sama 2 kakak gue mulai dari olok2an khas buat anak kecil sam ,Negative,Negative
 1,tetaplah menjadi pahlawan bagi korban korban bencana alam mereka membutuhkan bantuan pak dan ,Positive,Positive
 2,dunia kerja profesional itu memang begitu ya gabisa kita percaya sama semua orang kita harus berdiri di kaki send ,Negative,Positive
 2,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens livia,Negative,Negative
 2,kamu kemana saja sayangku ,Negative,Positive
 2,ketika koordinasi dan kepemimpinan absent rakyat menjarah kita yg memberikan saran dan kritik terhdp penangana ,Negative,Negative
 1,bagus untuk menyadarkan kita bekalsebelumajaleps12,Positive,Positive
 1,kumaha atuh kita ,Positive,Negative
 1,ga ppa yg penting kita menyayangimu ,Positive,Positive
 1,apa yang kamu anggap aneh aku anggap luar biasa ,Positive,Negative
 1,kita beda keyakinan tp kita pertama deket gegara dia interest sm agama yg gue anut dunn ,Positive,Negative
 2,tetiba stress dgn org yg nak kita dgr ckp dia je ikut cara dia pun salah juga ,Negative,Negative
 1,mari kita smakin perbanyak do'a dan dzikirmoga allah snantiasa melindungi kita smua dan kita terhindar d ,Positive,Positive
 1,jika kamu tak pernah merasakan rasa frustasi jangan harap dirimu merasakan kebahagiaan zico of block b,Positive,Positive
 1,jangan pernah meremehkan diri sendiri jika kamu tidak bahagia dengan hidupmu perbaiki apa yang salah dan teruslah melangkah ds,Positive,Negative
 1,kadang kadang kita cuba jadi terbaik hidup dengan tenang amp aman asingkan diri dari ragam manusia tapi akan ada situa ,Positive,Positive
 2,jangan aku tidak sudi mereka bertemu manusia alay apalagi foto bareng,Negative,Negative
 2,orang bodoh harus sama yang bodoh juga kita harus berusaha ya aoko nakamori,Negative,Negative
 2,ini nih sanksi buat persib kamu setuju gak mojang bujang ozspos ,Negative,Negative
 2,karena mereka kriminal untung masih saya baikin ,Negative,Negative
 1,jadi sesuatu yang menurut kamu baik walopun emang itu hal yang baik belum tentu baik buat orang lain jadi kebaika ,Positive,Negative
 1,kenapa kita kalau gaduh sekejap je dah okayebab kita masih ada rasa sayang ,Positive,Positive
 2,menyedihkan adalah ketika kita sangat merindukan dirinya tapi dia tak menyadarinya,Negative,Negative
 1,sabar ya semoga kamu bahagia ,Positive,Positive
 1,wow,Positive,Positive
 1,kesetiaan sejati bisa berbicara apa yg kamu anggap benar dan apa yg kamu anggap salah jowy blightuikoden ,Positive,Positive
 1,dan sesungguhnya kamu muhammadaw benar benar berbudi pekerti yang agung 68 4 ,Positive,Positive
 1,kekayaan dan keindahan batik indonesia perlu kita syukuri dan lestarikan dengan berbagai cara haribatiknasional,Positive,Positive
 2,kamu terus ih aku bosen,Negative,Negative
 1,tidak usah menakuti kelompok manapun justru keadilan yang harus kita tegakkan sebagai persyaratan utama bagi sebuah prose ,Positive,Positive
 1,dan yang paling bikin gue gak brenti senyam senyum sendiri ya mereka berdua karakternya masih berasa oh hae young amp nam ,Positive,Negative
 2,beraninya cuma sama perempuan jeungainglah ,Negative,Negative
 2,wow sekarang saya sedang muak dengan twitter karna isinya kebanyakan melecehkan indomie dengan cara menjadikan indomie ,Negative,Negative
 2,teroris mulai beraksi yg bawah tanah mereka teroris ,Negative,Negative
 2,kalau benar semoga pelaku segera ditangkap amp dihukum dan bu ratna semoga segera membaik kalau tidak benar semo ,Negative,Negative
 2,jenis kebabian apakah ini kamu lihat seperti anjing kawanku kamu sangat berbakat dalam menjadi seo ,Negative,Positive
 1,aamiin semoga saudara2 kita disana diberi ketabahan amp semoga kondisi palu kembali pulih aamiin agnation from bulukumba,Positive,Positive
 1,kalau sayang dia berdoa pada allah minta allah jaga dia untuk kita takdir boleh diubah dengan doa dan usaha minta ,Positive,Positive
 2,antara otak kita yg ganyampe atau emg bahasa dia terlalu tinggi melapaui batas hingga tidak dpt diambil kesimpulan kata2nya ,Negative,Negative
 2,kelak bukan aku yang akan kamu rindukan tapi hatiku rumah ternyaman yang pernah dihuni oleh cintamu ,Negative,Positive
 2,aku juga suka mengkhayal tentangmu jika saja kita bertemu dan membicarakan banyak hal dan kau bertanya kamu tidak sedih ,Negative,Positive
 1,buti nalang ganito ka mahal kaya crush kita e hahahahaha marvin marvin d acebomarvin d acebo acebo ,Positive,Negative
 2,lama2 curiga jg gw ,Negative,Negative
 2,terus emang kamu bener duaduanya bego,Negative,Negative
 1,pasayahin kita haha,Positive,Negative
 1,pandangan manusia masa lalu masa kini itu semua tak penting yang penting adalah bagaimana pengakhiran hidup kita ,Positive,Negative
 1,boleh bangeeetemoga kuat ya nunggu kita nya ,Positive,Negative
 1,kamu terlalu berharga ingatlah hatimu cuman satu roro mendut traditionalkin care,Positive,Negative
 2,kabo menjelang 2020 akan lebih banyak lagi model kamera munafik yang bakal memiskinkan kita semua terbaru ,Negative,Negative
 2,kesakitan membuat anda berpikir pikiran membuat anda bijaksana kebijaksanaan membuat kita bisa bertahan dalam hidup ,Negative,Positive
 1,jalan menuju keberhasilan selalu mendaki ke atas jadi wajar kalau proses pencapaian sukses kita tidak selalu mudah ,Positive,Positive
 2,lt hukum tidak pernah menjanjikan kesejahteraan aku juga tidak pernah percaya dengan definisi sejahtera yang dijan ,Negative,Negative
 2,11 pendukung yg dlm postingannya selalu membawa nama allah ayat qur an dan berlagak paling islam dan tanpa do ,Negative,Negative
 2,gak pantas org yg tlh menganiaya bu ratna dianggap sbg manusia entah makhluk apa ,Negative,Negative
 1,teens fannie kamu tau nggak ada yang lebih indah amp lebih bersinar ketimbang bintang hah emang ada ada kamu,Positive,Positive
 2,bukannya kamu susah moveon cuma kamu belum ngerti aja kalo moveon itu bukan melupakan tapi merelakan ,Negative,Negative
 1,hm iyasih auranya strong ketemu strong jadi super strong tunggu duet maut kita lagi ya ,Positive,Positive
 1,sukses bukanlah jalan yg lurus atau mudah mereka dgn komitmen fokus semangat amp dedikasi yg tdk ada bandingannya kep ,Positive,Negative
 2,om pliss jgn pernah menyamakan orang indonesia dgn orang kita segi kedisiplinan jauuuuhhhhhh bagaikan langit dan bumi,Negative,Negative
 1,bagi yang waras bencana adalah persoalan yang harus kita selesaikan bersama bukan malah dijadikan oplosan sampah sumpa ,Positive,Negative
 2,wahai lelaki jangan kau sesekali merosakkan perempuan yang betul betul sayangkan kau hormat mereka ingat kau ada mak k ,Negative,Negative
 2,jarak yg kamu buat semakin nyata semakin jauh,Negative,Negative
 1,msg2 dari kita punya pandangan sendiri2 ttg jalan mana yg harus kita pilihebagaimana tuhan menciptakan manusia d ,Positive,Positive
 2,jika pada faktanya baikosialisme komunisme maupun kapitalisme sama sama berbahaya lalu mengapa kita tidak segera ber ,Negative,Negative
 1,berasa bet keknya tuhan itu baik yahh tempat yg biasa kita singgahin tetiba rata gitu tinggal puing puing aja ,Positive,Negative
 1,btw kamu cantik nder ,Positive,Positive
 2,yang kita sebut perbuatan pengecut dan biadab itu ya yang seperti iniemoga pelau cepat ditangkap dan ,Negative,Negative
 2,mulai main kasar memancing perseteruan periksa tkpaksi saksi periksa cctv tkp hasil visum kalau kamu gak mampu juga ni ,Negative,Negative
 1,ketika kamu kecewa luangkan waktu untuk bersyukur karena dalam hidupmu masih banyak hal yg berjalan sebagaimana mestin ,Positive,Negative
 2,skrng kasih tau sama kamu tuh org yg suka tereak kafir biar mereka paham,Negative,Negative
 2,dan mereka berkata hai kamu bodoh sekali kamu bisa bisa nya kamu gagal lihatlah wanita itu mengabiskan semua a ,Negative,Negative
 1,antara trenyuh dan bahagia lihat foto ini bagaimanapun senyum dan semangat harus tetap dijaga ,Positive,Positive
 2,dia ustad kamu berani hina dia ,Negative,Negative
 1,rezeki untuk dikongsi rezeki yg kita dapat bukan 100 kita punya ada bahagian utk orang lain juga ,Positive,Positive
 2,bak kata fina lelaki ni nak kita terus teranh hah hamekk kauu akuu straight to the point je kalau akuu sakit ,Negative,Negative
 2,males ah kamu aja yang marahin,Negative,Negative
 2,rindu dahi kita jugaa ,Negative,Positive
 2,jelek kamu kalo manyun manyun gitu ,Negative,Negative
 2,agak heran sama manusia yg menggunakan kesempatan dalam kesempitan bisa bisanya berbuat seperti itu ditengah musib ,Negative,Negative
 1,12esungguhnya pahala besar krn balasan utk ujian yg beratungguh jika allah mencintai suatu kaum maka dia akan men ,Positive,Positive
 2,anakku usah serkap jarang kerana jarang2 kita betul kadang kita sangka buruk pd orgering ia tersimpul dgn rasa yakin yg k ,Negative,Negative
 1,tak usah khawatir akan kita sejauh apapun jarak dan sebesar apapun rindu doa dan cintaku tetap sama,Positive,Positive
 2,innalillahi semoga cepat dihukum mereka kasihan moso beraninya sama ibu ibu ,Negative,Negative
 2,kalau kita belum kenal orang tu betul2 jangan kita nak memandai describe keburukan orng tu,Negative,Negative
 2,pas ketemu om tante dengar kalimat dulu kamu masih kecil sekarang udah gede ya rasanya pengen banget teriak eh bgst ,Negative,Positive
 1,terima kasih pak semoga lekas sembuh amp sehat,Positive,Positive
 2,ga boong ih aku pura pura kenalama kamu tau ,Negative,Negative
 1,satu nusaatu bangsaatu bahasa kita indonesia ,Positive,Positive
 2,kita tidak boleh terlalu asik di dalam kamar tekun beribadah untuk merayu tuhan agar kita bisa masuk surga sendirian se ,Negative,Positive
 1,kebahagiaan buat aku itu ketika aku bisa membuat kamu tersenyum dan ketawa disaat kamu disamping aku,Positive,Positive
 1,jika kamu ingin seseorang percaya padamu hal pertama yg harus dilakukan adalah meyakinkan mereka bahwa kamu mempercayai mereka ,Positive,Positive
 2,korban gempa palu kecewa jokowi dia bawa bawa wartawan makanya orang mengamukemua jokowi datang ke lokasi gempa ta ,Negative,Negative
 1,masyaalloh luar biasa sambutan untuk cawapres kita diumenep adilmakmur cita cita kita prabowosandi presi ,Positive,Positive
 2,jangan bangga jadi orang kedua jangan bangga jadi orang ketiga jangan bangga jadi orang yang ada diantara hubungan ,Negative,Negative
 2,masih terasa sedih dgn hasil pertandingan lawan australia tapi mereka berbaik baik mereka hebat walau stamina ,Negative,Positive
 2,papaku orang keturunan keluarganya banyak yg budha sama katolik mamah ku islam keluarga papaku maaf ya ,Negative,Negative
 2,anda ini pejabat negara gk tau aturan emang klu janji harus d tepati sekarang jgn provokasi orang2 yg uda ,Negative,Negative
 1,alhamdulillah wiiii kaka hasna dari aaal gempa cuman keluarga dan kamu yg kita ingat di palu ka hasna ,Positive,Positive
 1,sudah hilangkan sombong sombong kita kita tidak ada apa apanya di dunia ini prayforpalu ,Positive,Negative
